Date,Time_Hour,Month,Area Name,Road/Intersection Name,Event,Spectator_Count,Traffic Volume,Average Speed,Travel Time Index,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Congestion Level,Road_DNA_Score,Reroute_Reason
2025-05-26,22,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs KKR,34838,109511,9.48,3.92,99.46,0,132.77,83.73,74.35,90.92,2370,Thunderstorm,No,High,91,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 34,838 spectators). Heavy crowd movement on MG Road during peak match hours (22:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-05-22,19,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs KKR,34537,88102,12.3,3.22,102.38,0,124.94,75.88,78.84,90.52,1957,Heavy Rain,Yes,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 34,537 spectators). Heavy crowd movement on Cubbon Road during peak match hours (19:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-04-17,22,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs CSK,30156,86139,9.76,3.37,110.17,1,150.61,84.76,77.13,93.22,1098,Thunderstorm,No,High,95,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 30,156 spectators). Heavy crowd movement on Cubbon Road during peak match hours (22:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-19,22,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs MI,33347,106750,10.48,4.26,106.67,1,127.43,85.65,74.78,85.83,2210,Thunderstorm,No,High,90,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 33,347 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (22:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-05-16,23,5,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs LSG,30009,85261,12.03,4.06,102.94,3,172.55,71.39,78.03,88.06,2563,Light Rain,Yes,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,009 spectators). Heavy crowd movement on Richmond Road during peak match hours (23:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-05-25,18,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs DC,29671,103139,7.51,2.79,109.73,1,154.31,87.74,75.5,88.15,2969,Light Rain,No,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 29,671 spectators). Heavy crowd movement on Kasturba Road during peak match hours (18:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-06,18,3,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs KKR,30584,92303,10.82,3.37,96.41,0,120.5,68.82,80.0,85.85,3066,Heavy Rain,Yes,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 30,584 spectators). Heavy crowd movement on Richmond Road during peak match hours (18:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-03-11,22,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs MI,30402,100719,9.8,4.11,104.43,3,134.16,77.52,77.73,99.9,3500,Heavy Rain,Yes,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 30,402 spectators). Heavy crowd movement on Kasturba Road during peak match hours (22:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-13,17,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs LSG,31567,105928,7.56,2.79,99.31,3,149.72,82.94,72.49,95.46,1129,Light Rain,Yes,Severe,81,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 31,567 spectators). Heavy crowd movement on Kasturba Road during peak match hours (17:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-05-18,16,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs RR,30631,121365,10.79,3.04,97.86,3,156.9,63.93,89.45,86.86,1709,Heavy Rain,Yes,Severe,85,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,631 spectators). Heavy crowd movement on Kasturba Road during peak match hours (16:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-04-18,20,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs KKR,31552,85158,12.64,2.54,98.77,1,142.95,80.54,81.49,94.21,1352,Light Rain,No,Severe,95,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 31,552 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-04,19,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs DC,31766,115224,13.12,2.54,95.44,3,168.98,84.29,81.21,97.82,3204,Light Rain,Yes,Severe,90,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 31,766 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-03-28,16,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,33451,95512,9.66,4.3,103.84,3,182.5,62.18,85.83,93.8,2966,Light Rain,No,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 33,451 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (16:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-04-03,16,4,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs CSK,32787,66847,24.98,1.63,72.07,3,158.03,70.5,85.72,87.16,1294,Thunderstorm,Yes,Medium,59,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 32,787 spectators). Heavy crowd movement on Kasturba Road during peak match hours (16:00). Road DNA: 59. Reroute via Richmond Road flyover."
2025-04-13,20,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs RR,29936,115792,6.65,3.2,105.67,0,152.21,65.59,84.65,96.56,1916,Heavy Rain,No,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 29,936 spectators). Heavy crowd movement on MG Road during peak match hours (20:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-05-19,17,5,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs MI,30320,124219,6.68,2.72,112.98,4,184.92,72.46,83.79,98.92,1558,Clear,No,High,80,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 30,320 spectators). Heavy crowd movement on Cubbon Road during peak match hours (17:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-05-04,23,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs SRH,29945,122756,12.63,3.04,105.07,3,173.25,77.32,74.73,98.71,1316,Light Rain,No,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 29,945 spectators). Heavy crowd movement on Residency Road during peak match hours (23:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-04-17,21,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs SRH,34790,85466,12.93,3.31,106.61,2,155.29,71.41,80.57,86.55,1393,Heavy Rain,Yes,Severe,90,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 34,790 spectators). Heavy crowd movement on Cubbon Road during peak match hours (21:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-03-19,17,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs RR,30899,124373,11.83,4.03,108.19,2,121.13,79.31,87.77,93.37,3122,Clear,Yes,High,90,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 30,899 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-04-28,18,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs MI,33334,86969,8.28,2.72,103.21,4,154.47,65.23,83.72,88.05,2004,Thunderstorm,Yes,High,94,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 33,334 spectators). Heavy crowd movement on Cubbon Road during peak match hours (18:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-03-05,20,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs LSG,31522,90619,10.16,3.79,104.58,0,140.87,81.91,71.1,93.44,1765,Light Rain,No,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 31,522 spectators). Heavy crowd movement on Kasturba Road during peak match hours (20:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-05-16,22,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs RR,32149,121708,12.97,3.46,106.02,0,176.16,64.26,82.58,94.45,3164,Heavy Rain,No,Severe,94,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 32,149 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (22:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-04-23,20,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,32840,56742,22.16,2.19,90.23,1,149.79,77.02,77.21,87.55,3078,Clear,No,Medium,61,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 32,840 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (20:00). Road DNA: 61. Reroute via Richmond Road flyover."
2025-05-17,21,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,34603,74544,19.18,2.28,79.63,1,130.54,87.97,85.13,97.19,1172,Thunderstorm,No,Medium,55,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 34,603 spectators). Heavy crowd movement on MG Road during peak match hours (21:00). Road DNA: 55. Reroute via Richmond Road flyover."
2025-05-14,18,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs RR,34630,89113,11.03,3.59,105.66,3,136.91,67.18,82.54,88.85,1048,Light Rain,No,Severe,80,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 34,630 spectators). Heavy crowd movement on MG Road during peak match hours (18:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-05-22,19,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs MI,30030,96667,13.42,3.15,102.38,2,159.06,68.44,82.62,89.03,2593,Light Rain,No,Severe,79,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 30,030 spectators). Heavy crowd movement on Kasturba Road during peak match hours (19:00). Road DNA: 79. Reroute via Richmond Road flyover."
2025-05-15,17,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs MI,33693,107432,8.5,4.02,96.92,3,120.58,67.5,86.74,93.95,2739,Clear,No,High,83,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 33,693 spectators). Heavy crowd movement on Kasturba Road during peak match hours (17:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-04-12,16,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs DC,31100,64921,15.41,2.08,85.44,3,174.58,77.55,74.75,95.34,1819,Thunderstorm,Yes,Medium,63,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 31,100 spectators). Heavy crowd movement on Cubbon Road during peak match hours (16:00). Road DNA: 63. Reroute via Richmond Road flyover."
2025-05-24,21,5,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs RR,28300,104952,9.83,3.7,100.84,1,129.68,67.26,74.61,92.7,2817,Light Rain,No,Severe,81,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 28,300 spectators). Heavy crowd movement on Kasturba Road during peak match hours (21:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-04-16,23,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,31258,117163,12.63,4.35,96.03,1,186.2,71.93,83.5,98.68,3049,Heavy Rain,No,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 31,258 spectators). Heavy crowd movement on MG Road during peak match hours (23:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-03-23,22,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs DC,34899,124256,8.57,2.83,98.53,2,145.56,85.76,78.1,88.26,1377,Light Rain,Yes,Severe,90,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 34,899 spectators). Heavy crowd movement on MG Road during peak match hours (22:00). Road DNA: 90. Reroute via Richmond Road flyover."
2025-03-01,18,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs GT,28056,101374,13.41,2.84,94.26,2,146.56,81.71,85.98,88.69,2977,Heavy Rain,No,Severe,93,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 28,056 spectators). Heavy crowd movement on Cubbon Road during peak match hours (18:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-03-27,19,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs LSG,31832,119016,11.87,4.46,105.08,2,135.03,72.64,82.33,96.77,3205,Light Rain,Yes,Severe,80,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 31,832 spectators). Heavy crowd movement on Residency Road during peak match hours (19:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-04-26,17,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs DC,33051,129969,11.99,3.91,93.57,0,125.51,60.98,77.33,93.98,2714,Light Rain,Yes,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 33,051 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (17:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-03-21,22,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs SRH,31238,90985,12.04,3.91,97.21,4,181.16,75.38,74.98,91.62,2110,Thunderstorm,No,High,78,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 31,238 spectators). Heavy crowd movement on Cubbon Road during peak match hours (22:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-04-02,16,4,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs GT,28783,57715,16.31,1.87,71.55,3,167.53,79.71,70.89,90.44,2331,Thunderstorm,No,Medium,66,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 28,783 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (16:00). Road DNA: 66. Reroute via Richmond Road flyover."
2025-04-23,19,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs MI,30799,87108,7.46,3.92,106.87,4,165.7,69.86,70.03,96.08,1902,Thunderstorm,No,High,88,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 30,799 spectators). Heavy crowd movement on Residency Road during peak match hours (19:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-03-09,18,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs MI,29095,99862,11.02,3.29,97.56,3,148.59,77.87,80.49,94.38,2801,Heavy Rain,Yes,Severe,82,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 29,095 spectators). Heavy crowd movement on Residency Road during peak match hours (18:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-08,16,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs DC,34169,104581,12.86,3.68,97.15,0,133.03,86.07,77.98,87.24,3221,Heavy Rain,Yes,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 34,169 spectators). Heavy crowd movement on Cubbon Road during peak match hours (16:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-03-04,21,3,Chinnaswamy Stadium Zone,Kasturba Road,IPL Match: RCB vs LSG,30964,76938,15.93,2.03,88.3,3,177.41,70.24,75.0,91.59,3216,Clear,No,Medium,74,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 30,964 spectators). Heavy crowd movement on Kasturba Road during peak match hours (21:00). Road DNA: 74. Reroute via Richmond Road flyover."
2025-04-04,19,4,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs KKR,32404,99502,8.46,3.54,108.46,0,162.41,62.53,73.53,94.62,2114,Light Rain,Yes,Severe,91,"IPL Match at Chinnaswamy Stadium (RCB vs KKR, 32,404 spectators). Heavy crowd movement on Residency Road during peak match hours (19:00). Road DNA: 91. Reroute via Richmond Road flyover."
2025-04-06,21,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs CSK,33824,128577,8.81,3.71,110.74,2,175.56,80.92,84.21,89.96,1184,Heavy Rain,No,Severe,94,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 33,824 spectators). Heavy crowd movement on Richmond Road during peak match hours (21:00). Road DNA: 94. Reroute via Richmond Road flyover."
2025-04-15,23,4,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs GT,32678,123114,9.43,3.7,109.65,2,182.66,66.87,76.58,94.8,1233,Clear,No,High,95,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 32,678 spectators). Heavy crowd movement on MG Road during peak match hours (23:00). Road DNA: 95. Reroute via Richmond Road flyover."
2025-03-08,19,3,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs DC,30484,113594,13.89,3.21,104.93,4,141.54,68.86,80.63,95.73,2384,Thunderstorm,No,High,88,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 30,484 spectators). Heavy crowd movement on Residency Road during peak match hours (19:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-03-16,17,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs DC,32069,103930,10.64,2.82,92.01,2,175.88,65.07,80.62,94.03,1316,Clear,Yes,High,80,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 32,069 spectators). Heavy crowd movement on MG Road during peak match hours (17:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-03-28,18,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs LSG,32945,104998,10.97,2.9,112.58,4,139.28,71.5,76.13,85.01,1327,Heavy Rain,Yes,Severe,92,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 32,945 spectators). Heavy crowd movement on Cubbon Road during peak match hours (18:00). Road DNA: 92. Reroute via Richmond Road flyover."
2025-05-27,19,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs MI,31529,89124,10.63,2.68,113.82,4,170.74,79.46,88.85,93.22,3186,Thunderstorm,Yes,High,78,"IPL Match at Chinnaswamy Stadium (RCB vs MI, 31,529 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-05-04,22,5,Chinnaswamy Stadium Zone,Residency Road,IPL Match: RCB vs SRH,34811,108760,8.11,2.89,106.14,0,151.15,68.82,84.26,92.07,2675,Heavy Rain,Yes,Severe,80,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 34,811 spectators). Heavy crowd movement on Residency Road during peak match hours (22:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-04-13,22,4,Chinnaswamy Stadium Zone,Richmond Road,IPL Match: RCB vs GT,33993,108117,8.53,4.45,101.18,1,185.62,87.71,70.22,97.38,1838,Thunderstorm,No,High,80,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 33,993 spectators). Heavy crowd movement on Richmond Road during peak match hours (22:00). Road DNA: 80. Reroute via Richmond Road flyover."
2025-03-11,16,3,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs LSG,32537,113444,9.34,2.9,105.18,2,188.71,70.1,70.53,97.12,2534,Light Rain,Yes,Severe,81,"IPL Match at Chinnaswamy Stadium (RCB vs LSG, 32,537 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (16:00). Road DNA: 81. Reroute via Richmond Road flyover."
2025-04-28,20,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs DC,33965,92803,7.04,2.54,102.59,3,184.92,72.25,77.42,95.99,2386,Light Rain,No,Severe,88,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 33,965 spectators). Heavy crowd movement on Cubbon Road during peak match hours (20:00). Road DNA: 88. Reroute via Richmond Road flyover."
2025-05-06,19,5,Chinnaswamy Stadium Zone,Infant Jesus Church Junction,IPL Match: RCB vs CSK,32832,114714,9.93,2.94,111.28,1,120.71,85.13,72.85,89.69,2474,Thunderstorm,No,High,93,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 32,832 spectators). Heavy crowd movement on Infant Jesus Church Junction during peak match hours (19:00). Road DNA: 93. Reroute via Richmond Road flyover."
2025-04-27,20,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs GT,34257,127949,10.75,3.25,108.74,3,157.65,79.65,75.09,97.11,2977,Light Rain,No,Severe,83,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 34,257 spectators). Heavy crowd movement on Cubbon Road during peak match hours (20:00). Road DNA: 83. Reroute via Richmond Road flyover."
2025-03-09,22,3,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs DC,34126,128503,12.66,2.86,111.17,2,153.79,79.52,76.58,89.74,3284,Clear,No,High,82,"IPL Match at Chinnaswamy Stadium (RCB vs DC, 34,126 spectators). Heavy crowd movement on MG Road during peak match hours (22:00). Road DNA: 82. Reroute via Richmond Road flyover."
2025-04-04,23,4,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs GT,29275,87601,10.81,3.18,112.71,2,125.61,87.69,87.85,97.93,1539,Heavy Rain,No,Severe,78,"IPL Match at Chinnaswamy Stadium (RCB vs GT, 29,275 spectators). Heavy crowd movement on Cubbon Road during peak match hours (23:00). Road DNA: 78. Reroute via Richmond Road flyover."
2025-05-22,22,5,Chinnaswamy Stadium Zone,MG Road,IPL Match: RCB vs RR,29568,95762,9.75,2.76,113.45,1,179.09,82.35,72.6,93.08,3035,Clear,Yes,High,85,"IPL Match at Chinnaswamy Stadium (RCB vs RR, 29,568 spectators). Heavy crowd movement on MG Road during peak match hours (22:00). Road DNA: 85. Reroute via Richmond Road flyover."
2025-03-23,19,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs CSK,34411,91660,7.75,4.45,108.11,0,132.06,87.04,72.72,95.97,3418,Light Rain,No,Severe,84,"IPL Match at Chinnaswamy Stadium (RCB vs CSK, 34,411 spectators). Heavy crowd movement on Cubbon Road during peak match hours (19:00). Road DNA: 84. Reroute via Richmond Road flyover."
2025-03-18,17,3,Chinnaswamy Stadium Zone,Cubbon Road,IPL Match: RCB vs SRH,29533,95044,8.36,3.12,112.92,4,150.51,67.72,78.39,87.3,2760,Clear,No,High,87,"IPL Match at Chinnaswamy Stadium (RCB vs SRH, 29,533 spectators). Heavy crowd movement on Cubbon Road during peak match hours (17:00). Road DNA: 87. Reroute via Richmond Road flyover."
